rixo_company,auction_name,stock_location,venue_id,pol,supported_vehicle_type,rixo_price
KLC,NAA TOKYO,AQUA LOGISTICS,9733100,YOKOHAMA,,10000
YAMAZAKI,NAA TOKYO,GLOBAL KAWASAKI,9733100,YOKOHAMA,,4000
LOGICO,NAA TOKYO (SAKURA),GLOBAL KAWASAKI,9733100,YOKOHAMA,,10600
LOGICO,NAA TOKYO (SAKURA),AQUA LOGISTICS,9733100,YOKOHAMA,,14400
LOGICO,NAA TOKYO (SAKURA),GLOBAL NAGOYA,9733100,NAGOYA,,27600
LOGICO,NAA TOKYO (SAKURA),KLC,9733100,SENBOKU (OSAKA),,32000
LOGICO,NAA TOKYO (SAKURA),KOBE,9733100,KOBE,,33200
LOGICO,NAA TOKYO (SAKURA),GLOBAL HAKATA,9733100,HAKATA,,51000
LOGICO,NAA TOKYO (TOHOKU),GLOBAL KAWASAKI,9733100,YOKOHAMA,,19800
LOGICO,NAA TOKYO (TOHOKU),AQUA LOGISTICS,9733100,YOKOHAMA,,26400
LOGICO,NAA TOKYO (TOHOKU),GLOBAL NAGOYA,9733100,NAGOYA,,34000
LOGICO,NAA TOKYO (TOHOKU),KLC,9733100,SENBOKU (OSAKA),,39000
LOGICO,NAA TOKYO (TOHOKU),KOBE,9733100,KOBE,,40800
LOGICO,NAA TOKYO (TOHOKU),GLOBAL HAKATA,9733100,HAKATA,,62900
LOGICO,NOAA,GLOBAL KAWASAKI,Z289700,YOKOHAMA,,33000
LOGICO,NOAA,AQUA LOGISTICS,Z289700,YOKOHAMA,,33000
LOGICO,NOAA,GLOBAL NAGOYA,Z289700,NAGOYA,,11600
LOGICO,NOAA,KLC,Z289700,SENBOKU (OSAKA),,5500
LOGICO,NOAA,KOBE,Z289700,KOBE,,6500
LOGICO,NOAA,GLOBAL HAKATA,Z289700,HAKATA,,33000
STYLISH,NOAA,GLOBAL NAGOYA,Z289700,NAGOYA,,13000
STYLISH,NOAA,KLC,Z289700,SENBOKU (OSAKA),,5500
STYLISH,NOAA,KOBE,Z289700,KOBE,,5500
KLC,NOAA,KLC,Z289700,SENBOKU (OSAKA),,6000
KLC,NOAA,KOBE,Z289700,KOBE,,6000
KLC,NOAA,FUJITRANS KINJO,Z289700,NAGOYA,,11000
KLC,NOAA,GLOBAL NAGOYA,Z289700,NAGOYA,,11000
KLC,NOAA,GLOBAL KAWASAKI,Z289700,YOKOHAMA,,29000
KLC,NOAA,AQUA LOGISTICS,Z289700,YOKOHAMA,,30000
KLC,NOAA,GLOBAL HAKATA,Z289700,HAKATA,,26000
LOGICO,NPS FUKUOKA,GLOBAL KAWASAKI,7378,YOKOHAMA,,48500
LOGICO,NPS FUKUOKA,AQUA LOGISTICS,7378,YOKOHAMA,,49600
LOGICO,NPS FUKUOKA,GLOBAL NAGOYA,7378,NAGOYA,,37000
LOGICO,NPS FUKUOKA,KLC,7378,SENBOKU (OSAKA),,33000
LOGICO,NPS FUKUOKA,KOBE,7378,KOBE,,33000
LOGICO,NPS FUKUOKA,GLOBAL HAKATA,7378,HAKATA,,6200
KLC,NPS FUKUOKA,KLC,7378,SENBOKU (OSAKA),,25000
KLC,NPS FUKUOKA,KOBE,7378,KOBE,,25000
KLC,NPS FUKUOKA,FUJITRANS KINJO,7378,NAGOYA,,33000
KLC,NPS FUKUOKA,GLOBAL NAGOYA,7378,NAGOYA,,33000
KLC,NPS FUKUOKA,GLOBAL KAWASAKI,7378,YOKOHAMA,,42000
KLC,NPS FUKUOKA,AQUA LOGISTICS,7378,YOKOHAMA,,44000
KLC,NPS FUKUOKA,GLOBAL HAKATA,7378,HAKATA,,7000
Y'S,NPS FUKUOKA,GLOBAL HAKATA,7378,HAKATA,,3900
Y'S,NPS FUKUOKA (HIGHROOF),GLOBAL HAKATA,7378,HAKATA,,7200
LOGICO,NPS GIFU,GLOBAL NAGOYA,7378,NAGOYA,,9000
LOGICO,NPS GIFU,KLC,7378,SENBOKU (OSAKA),,22400
LOGICO,NPS GIFU,KOBE,7378,KOBE,,22400
LOGICO,NPS GIFU,GLOBAL HAKATA,7378,HAKATA,,40800
KLC,NPS GIFU,KLC,7378,SENBOKU (OSAKA),,13000
KLC,NPS GIFU,KOBE,7378,KOBE,,13000
KLC,NPS GIFU,FUJITRANS KINJO,7378,NAGOYA,,10000
KLC,NPS GIFU,GLOBAL NAGOYA,7378,NAGOYA,,10000
KLC,NPS GIFU,GLOBAL KAWASAKI,7378,YOKOHAMA,,27000
KLC,NPS GIFU,AQUA LOGISTICS,7378,YOKOHAMA,,30000
KLC,NPS GIFU,GLOBAL HAKATA,7378,HAKATA,,35000
LOGICO,NPS NODA,GLOBAL KAWASAKI,7378,YOKOHAMA,,8200
LOGICO,NPS NODA,AQUA LOGISTICS,7378,YOKOHAMA,,10800
LOGICO,NPS NODA,GLOBAL NAGOYA,7378,NAGOYA,,23000
LOGICO,NPS NODA,KLC,7378,SENBOKU (OSAKA),,32000
LOGICO,NPS NODA,KOBE,7378,KOBE,,33200
LOGICO,NPS NODA,GLOBAL HAKATA,7378,HAKATA,,49800
LOGICO,NPS OSAKA,GLOBAL KAWASAKI,7378,YOKOHAMA,,33000
LOGICO,NPS OSAKA,AQUA LOGISTICS,7378,YOKOHAMA,,33000
LOGICO,NPS OSAKA,GLOBAL NAGOYA,7378,NAGOYA,,11600
LOGICO,NPS OSAKA,KLC,7378,SENBOKU (OSAKA),,5500
LOGICO,NPS OSAKA,KOBE,7378,KOBE,,6500
LOGICO,NPS OSAKA,GLOBAL HAKATA,7378,HAKATA,,33000
STYLISH,NPS OSAKA,GLOBAL NAGOYA,7378,NAGOYA,,13000
STYLISH,NPS OSAKA,KLC,7378,SENBOKU (OSAKA),,4000
STYLISH,NPS OSAKA,KOBE,7378,KOBE,,6500
KLC,NPS OSAKA,KLC,7378,SENBOKU (OSAKA),,4500
KLC,NPS OSAKA,KOBE,7378,KOBE,,6000
KLC,NPS OSAKA,FUJITRANS KINJO,7378,NAGOYA,,11000
KLC,NPS OSAKA,GLOBAL NAGOYA,7378,NAGOYA,,11000
KLC,NPS OSAKA,GLOBAL KAWASAKI,7378,YOKOHAMA,,29000
KLC,NPS OSAKA,AQUA LOGISTICS,7378,YOKOHAMA,,30000
KLC,NPS OSAKA,GLOBAL HAKATA,7378,HAKATA,,26000
LOGICO,NPS SENDAI,GLOBAL KAWASAKI,7378,YOKOHAMA,,19800
LOGICO,NPS SENDAI,AQUA LOGISTICS,7378,YOKOHAMA,,26400
LOGICO,NPS SENDAI,GLOBAL NAGOYA,7378,NAGOYA,,34000
LOGICO,NPS SENDAI,KLC,7378,SENBOKU (OSAKA),,39000
LOGICO,NPS SENDAI,KOBE,7378,KOBE,,40800
LOGICO,NPS SENDAI,GLOBAL HAKATA,7378,HAKATA,,62900
KLC,NPS SENDAI,KLC,7378,SENBOKU (OSAKA),,33000
KLC,NPS SENDAI,KOBE,7378,KOBE,,33000
KLC,NPS SENDAI,FUJITRANS KINJO,7378,NAGOYA,,28000
KLC,NPS SENDAI,GLOBAL NAGOYA,7378,NAGOYA,,28000
KLC,NPS SENDAI,GLOBAL KAWASAKI,7378,YOKOHAMA,,21000
KLC,NPS SENDAI,AQUA LOGISTICS,7378,YOKOHAMA,,23000
LOGICO,NPS TOCHIGI,GLOBAL KAWASAKI,7378,YOKOHAMA,,13200
LOGICO,NPS TOCHIGI,AQUA LOGISTICS,7378,YOKOHAMA,,19200
LOGICO,NPS TOCHIGI,GLOBAL NAGOYA,7378,NAGOYA,,29000
LOGICO,NPS TOCHIGI,KLC,7378,SENBOKU (OSAKA),,34000
LOGICO,NPS TOCHIGI,KOBE,7378,KOBE,,35200
LOGICO,NPS TOCHIGI,GLOBAL HAKATA,7378,HAKATA,,54600
KLC,NPS TOCHIGI,KLC,7378,SENBOKU (OSAKA),,31000
KLC,NPS TOCHIGI,KOBE,7378,KOBE,,31000
KLC,NPS TOCHIGI,FUJITRANS KINJO,7378,NAGOYA,,35000
KLC,NPS TOCHIGI,GLOBAL NAGOYA,7378,NAGOYA,,35000
KLC,NPS TOCHIGI,GLOBAL KAWASAKI,7378,YOKOHAMA,,15000
KLC,NPS TOCHIGI,AQUA LOGISTICS,7378,YOKOHAMA,,21500
LOGICO,NPS TOKYO,GLOBAL KAWASAKI,7378,YOKOHAMA,,9000
LOGICO,NPS TOKYO,AQUA LOGISTICS,7378,YOKOHAMA,,10800
LOGICO,NPS TOKYO,GLOBAL NAGOYA,7378,NAGOYA,,23000
LOGICO,NPS TOKYO,KLC,7378,SENBOKU (OSAKA),,32000
LOGICO,NPS TOKYO,KOBE,7378,KOBE,,33200
LOGICO,NPS TOKYO,GLOBAL HAKATA,7378,HAKATA,,49800
KLC,NPS TOKYO,KLC,7378,SENBOKU (OSAKA),,30000
KLC,NPS TOKYO,KOBE,7378,KOBE,,30000
KLC,NPS TOKYO,FUJITRANS KINJO,7378,NAGOYA,,27000
KLC,NPS TOKYO,GLOBAL NAGOYA,7378,NAGOYA,,27000
KLC,NPS TOKYO,GLOBAL KAWASAKI,7378,YOKOHAMA,,11000
KLC,NPS TOKYO,AQUA LOGISTICS,7378,YOKOHAMA,,13000
YAMAZAKI,NPS TOKYO,GLOBAL KAWASAKI,7378,YOKOHAMA,,8000
LOGICO,NPS TOMAKOMAI,GLOBAL KAWASAKI,7378,YOKOHAMA,,36400
LOGICO,NPS TOMAKOMAI,AQUA LOGISTICS,7378,YOKOHAMA,,41800
LOGICO,NPS TOMAKOMAI,GLOBAL NAGOYA,7378,NAGOYA,,41400
LOGICO,NPS TOMAKOMAI,KLC,7378,SENBOKU (OSAKA),,44500
LOGICO,NPS TOMAKOMAI,KOBE,7378,KOBE,,46300
LOGICO,NPS TOMAKOMAI,GLOBAL HAKATA,7378,HAKATA,,82800
KLC,NPS TOMAKOMAI,KLC,7378,SENBOKU (OSAKA),,39000
KLC,NPS TOMAKOMAI,KOBE,7378,KOBE,,39000
KLC,NPS TOMAKOMAI,FUJITRANS KINJO,7378,NAGOYA,,34000
KLC,NPS TOMAKOMAI,GLOBAL NAGOYA,7378,NAGOYA,,34000
KLC,NPS TOMAKOMAI,GLOBAL KAWASAKI,7378,YOKOHAMA,,41000
KLC,NPS TOMAKOMAI,AQUA LOGISTICS,7378,YOKOHAMA,,44000
LOGICO,ORIX ATSUGI,GLOBAL KAWASAKI,50000052,YOKOHAMA,,8900
LOGICO,ORIX ATSUGI,AQUA LOGISTICS,50000052,YOKOHAMA,,24200
LOGICO,ORIX ATSUGI,GLOBAL NAGOYA,50000052,NAGOYA,,28000
LOGICO,ORIX ATSUGI,KLC,50000052,SENBOKU (OSAKA),,34000
LOGICO,ORIX ATSUGI,KOBE,50000052,KOBE,,35200
LOGICO,ORIX ATSUGI,GLOBAL HAKATA,50000052,HAKATA,,50400
KLC,ORIX ATSUGI,KLC,50000052,SENBOKU (OSAKA),,30000
KLC,ORIX ATSUGI,KOBE,50000052,KOBE,,30000
KLC,ORIX ATSUGI,FUJITRANS KINJO,50000052,NAGOYA,,27000
KLC,ORIX ATSUGI,GLOBAL NAGOYA,50000052,NAGOYA,,27000
KLC,ORIX ATSUGI,GLOBAL KAWASAKI,50000052,YOKOHAMA,,10000
KLC,ORIX ATSUGI,AQUA LOGISTICS,50000052,YOKOHAMA,,17500
LOGICO,ORIX ATSUGI (KISARAZU),GLOBAL KAWASAKI,50000052,YOKOHAMA,,10900
LOGICO,ORIX ATSUGI (KISARAZU),AQUA LOGISTICS,50000052,YOKOHAMA,,6000
LOGICO,ORIX ATSUGI (KISARAZU),GLOBAL NAGOYA,50000052,NAGOYA,,30000
LOGICO,ORIX ATSUGI (KISARAZU),KLC,50000052,SENBOKU (OSAKA),,34000
LOGICO,ORIX ATSUGI (KISARAZU),KOBE,50000052,KOBE,,35200
LOGICO,ORIX ATSUGI (KISARAZU),GLOBAL HAKATA,50000052,HAKATA,,52800
KLC,ORIX ATSUGI (KISARAZU),KLC,50000052,SENBOKU (OSAKA),,31000
KLC,ORIX ATSUGI (KISARAZU),KOBE,50000052,KOBE,,31000
KLC,ORIX ATSUGI (KISARAZU),FUJITRANS KINJO,50000052,NAGOYA,,29000
KLC,ORIX ATSUGI (KISARAZU),GLOBAL NAGOYA,50000052,NAGOYA,,29000
KLC,ORIX ATSUGI (KISARAZU),GLOBAL KAWASAKI,50000052,YOKOHAMA,,10000
KLC,ORIX ATSUGI (KISARAZU),AQUA LOGISTICS,50000052,YOKOHAMA,,7000
LOGICO,ORIX ATSUGI (OYAMA),GLOBAL KAWASAKI,50000052,YOKOHAMA,,13200
LOGICO,ORIX ATSUGI (OYAMA),AQUA LOGISTICS,50000052,YOKOHAMA,,19200
LOGICO,ORIX ATSUGI (OYAMA),GLOBAL NAGOYA,50000052,NAGOYA,,29000
LOGICO,ORIX ATSUGI (OYAMA),KLC,50000052,SENBOKU (OSAKA),,34000
LOGICO,ORIX ATSUGI (OYAMA),KOBE,50000052,KOBE,,35200
LOGICO,ORIX ATSUGI (OYAMA),GLOBAL HAKATA,50000052,HAKATA,,54600
KLC,ORIX ATSUGI (OYAMA),KLC,50000052,SENBOKU (OSAKA),,31000
KLC,ORIX ATSUGI (OYAMA),KOBE,50000052,KOBE,,31000
KLC,ORIX ATSUGI (OYAMA),FUJITRANS KINJO,50000052,NAGOYA,,35000
KLC,ORIX ATSUGI (OYAMA),GLOBAL NAGOYA,50000052,NAGOYA,,35000
KLC,ORIX ATSUGI (OYAMA),GLOBAL KAWASAKI,50000052,YOKOHAMA,,15000
KLC,ORIX ATSUGI (OYAMA),AQUA LOGISTICS,50000052,YOKOHAMA,,20500
LOGICO,ORIX FUKUOKA,GLOBAL KAWASAKI,50000052,YOKOHAMA,,48500
LOGICO,ORIX FUKUOKA,AQUA LOGISTICS,50000052,YOKOHAMA,,49600
LOGICO,ORIX FUKUOKA,GLOBAL NAGOYA,50000052,NAGOYA,,37000
LOGICO,ORIX FUKUOKA,KLC,50000052,SENBOKU (OSAKA),,33000
LOGICO,ORIX FUKUOKA,KOBE,50000052,KOBE,,33000
LOGICO,ORIX FUKUOKA,GLOBAL HAKATA,50000052,HAKATA,,6200
KLC,ORIX FUKUOKA,KLC,50000052,SENBOKU (OSAKA),,25000
KLC,ORIX FUKUOKA,KOBE,50000052,KOBE,,25000
KLC,ORIX FUKUOKA,FUJITRANS KINJO,50000052,NAGOYA,,33000
KLC,ORIX FUKUOKA,GLOBAL NAGOYA,50000052,NAGOYA,,33000
KLC,ORIX FUKUOKA,GLOBAL KAWASAKI,50000052,YOKOHAMA,,42000
KLC,ORIX FUKUOKA,AQUA LOGISTICS,50000052,YOKOHAMA,,44000
KLC,ORIX FUKUOKA,GLOBAL HAKATA,50000052,HAKATA,,7000
Y'S,ORIX FUKUOKA,GLOBAL HAKATA,50000052,HAKATA,,3900
Y'S,ORIX FUKUOKA (HIGHROOF),GLOBAL HAKATA,50000052,HAKATA,,7200
LOGICO,ORIX FUKUOKA (OKINAWA),GLOBAL KAWASAKI,50000052,YOKOHAMA,,62000
LOGICO,ORIX FUKUOKA (OKINAWA),AQUA LOGISTICS,50000052,YOKOHAMA,,64600
LOGICO,ORIX FUKUOKA (OKINAWA),GLOBAL NAGOYA,50000052,NAGOYA,,66000
LOGICO,ORIX FUKUOKA (OKINAWA),KLC,50000052,SENBOKU (OSAKA),,54000
LOGICO,ORIX FUKUOKA (OKINAWA),KOBE,50000052,KOBE,,55500
LOGICO,ORIX FUKUOKA (OKINAWA),GLOBAL HAKATA,50000052,HAKATA,,52400
LOGICO,ORIX KOBE,GLOBAL KAWASAKI,50000052,YOKOHAMA,,33000
LOGICO,ORIX KOBE,AQUA LOGISTICS,50000052,YOKOHAMA,,33000
LOGICO,ORIX KOBE,GLOBAL NAGOYA,50000052,NAGOYA,,11600
LOGICO,ORIX KOBE,KLC,50000052,SENBOKU (OSAKA),,6500
LOGICO,ORIX KOBE,KOBE,50000052,KOBE,,5500
LOGICO,ORIX KOBE,GLOBAL HAKATA,50000052,HAKATA,,33000
STYLISH,ORIX KOBE,GLOBAL NAGOYA,50000052,NAGOYA,,13000
STYLISH,ORIX KOBE,KLC,50000052,SENBOKU (OSAKA),,6500
STYLISH,ORIX KOBE,KOBE,50000052,KOBE,,4000
KLC,ORIX KOBE,KLC,50000052,SENBOKU (OSAKA),,6000
KLC,ORIX KOBE,KOBE,50000052,KOBE,,4500
KLC,ORIX KOBE,FUJITRANS KINJO,50000052,NAGOYA,,11000
KLC,ORIX KOBE,GLOBAL NAGOYA,50000052,NAGOYA,,11000
KLC,ORIX KOBE,GLOBAL KAWASAKI,50000052,YOKOHAMA,,29000
KLC,ORIX KOBE,AQUA LOGISTICS,50000052,YOKOHAMA,,30000
KLC,ORIX KOBE,GLOBAL HAKATA,50000052,HAKATA,,26000
STYLISH,ORIX KOBE (NAGOYA),GLOBAL NAGOYA,50000052,NAGOYA,,6500
STYLISH,ORIX KOBE (NAGOYA),KLC,50000052,SENBOKU (OSAKA),,13000
STYLISH,ORIX KOBE (NAGOYA),KOBE,50000052,KOBE,,13000
KLC,ORIX NAGOYA,KLC,50000052,SENBOKU (OSAKA),,11000
KLC,ORIX NAGOYA,KOBE,50000052,KOBE,,11000
KLC,ORIX NAGOYA,FUJITRANS KINJO,50000052,NAGOYA,,6000
KLC,ORIX NAGOYA,GLOBAL NAGOYA,50000052,NAGOYA,,5500
KLC,ORIX NAGOYA,GLOBAL KAWASAKI,50000052,YOKOHAMA,,25000
KLC,ORIX NAGOYA,AQUA LOGISTICS,50000052,YOKOHAMA,,27000
KLC,ORIX NAGOYA,GLOBAL HAKATA,50000052,HAKATA,,32000
LOGICO,ORIX SENDAI,GLOBAL KAWASAKI,50000052,YOKOHAMA,,19800
LOGICO,ORIX SENDAI,AQUA LOGISTICS,50000052,YOKOHAMA,,26400
LOGICO,ORIX SENDAI,GLOBAL NAGOYA,50000052,NAGOYA,,34000
LOGICO,ORIX SENDAI,KLC,50000052,SENBOKU (OSAKA),,39000
LOGICO,ORIX SENDAI,KOBE,50000052,KOBE,,40800
LOGICO,ORIX SENDAI,GLOBAL HAKATA,50000052,HAKATA,,62900
KLC,ORIX SENDAI,KLC,50000052,SENBOKU (OSAKA),,33000
KLC,ORIX SENDAI,KOBE,50000052,KOBE,,33000
KLC,ORIX SENDAI,FUJITRANS KINJO,50000052,NAGOYA,,28000
KLC,ORIX SENDAI,GLOBAL NAGOYA,50000052,NAGOYA,,28000
KLC,ORIX SENDAI,GLOBAL KAWASAKI,50000052,YOKOHAMA,,21000
KLC,ORIX SENDAI,AQUA LOGISTICS,50000052,YOKOHAMA,,23000
LOGICO,ORIX SENDAI (CHITOSE),GLOBAL KAWASAKI,50000052,YOKOHAMA,,36400
LOGICO,ORIX SENDAI (CHITOSE),AQUA LOGISTICS,50000052,YOKOHAMA,,41800
LOGICO,ORIX SENDAI (CHITOSE),GLOBAL NAGOYA,50000052,NAGOYA,,41400
LOGICO,ORIX SENDAI (CHITOSE),KLC,50000052,SENBOKU (OSAKA),,44500
LOGICO,ORIX SENDAI (CHITOSE),KOBE,50000052,KOBE,,46300
LOGICO,ORIX SENDAI (CHITOSE),GLOBAL HAKATA,50000052,HAKATA,,82800
LOGICO,ORIX TOMAKOMAI,GLOBAL KAWASAKI,50000052,YOKOHAMA,,36400
LOGICO,ORIX TOMAKOMAI,AQUA LOGISTICS,50000052,YOKOHAMA,,41800
LOGICO,ORIX TOMAKOMAI,GLOBAL NAGOYA,50000052,NAGOYA,,41400
LOGICO,ORIX TOMAKOMAI,KLC,50000052,SENBOKU (OSAKA),,44500
LOGICO,ORIX TOMAKOMAI,KOBE,50000052,KOBE,,46300
LOGICO,ORIX TOMAKOMAI,GLOBAL HAKATA,50000052,HAKATA,,82800
LOGICO,SAA HAMAMATSU,GLOBAL KAWASAKI,3732,YOKOHAMA,,21800
LOGICO,SAA HAMAMATSU,AQUA LOGISTICS,3732,YOKOHAMA,,31100
LOGICO,SAA HAMAMATSU,GLOBAL NAGOYA,3732,NAGOYA,,15000
LOGICO,SAA HAMAMATSU,KLC,3732,SENBOKU (OSAKA),,26800
LOGICO,SAA HAMAMATSU,KOBE,3732,KOBE,,26800
LOGICO,SAA HAMAMATSU,GLOBAL HAKATA,3732,HAKATA,,44400
KLC,SAA HAMAMATSU,KLC,3732,SENBOKU (OSAKA),,22000
KLC,SAA HAMAMATSU,KOBE,3732,KOBE,,22000
KLC,SAA HAMAMATSU,FUJITRANS KINJO,3732,NAGOYA,,13000
KLC,SAA HAMAMATSU,GLOBAL NAGOYA,3732,NAGOYA,,13000
KLC,SAA HAMAMATSU,GLOBAL KAWASAKI,3732,YOKOHAMA,,24000
KLC,SAA HAMAMATSU,AQUA LOGISTICS,3732,YOKOHAMA,,27000
KLC,SAA HAMAMATSU,GLOBAL HAKATA,3732,HAKATA,,41000
LOGICO,SAA SAPPORO,GLOBAL KAWASAKI,57455,YOKOHAMA,,37400
LOGICO,SAA SAPPORO,AQUA LOGISTICS,57455,YOKOHAMA,,44200
LOGICO,SAA SAPPORO,GLOBAL NAGOYA,57455,NAGOYA,,43800
LOGICO,SAA SAPPORO,KLC,57455,SENBOKU (OSAKA),,47000
LOGICO,SAA SAPPORO,KOBE,57455,KOBE,,48800
LOGICO,SAA SAPPORO,GLOBAL HAKATA,57455,HAKATA,,73200
KLC,SAA SAPPORO,KLC,57455,SENBOKU (OSAKA),,38000
KLC,SAA SAPPORO,KOBE,57455,KOBE,,38000
KLC,SAA SAPPORO,FUJITRANS KINJO,57455,NAGOYA,,29000
KLC,SAA SAPPORO,GLOBAL NAGOYA,57455,NAGOYA,,29000
KLC,SAA SAPPORO,GLOBAL KAWASAKI,57455,YOKOHAMA,,30000
KLC,SAA SAPPORO,AQUA LOGISTICS,57455,YOKOHAMA,,35000
LOGICO,TAA CHUBU,GLOBAL KAWASAKI,65010,YOKOHAMA,,24000
LOGICO,TAA CHUBU,AQUA LOGISTICS,65010,YOKOHAMA,,32000
LOGICO,TAA CHUBU,GLOBAL NAGOYA,65010,NAGOYA,,7000
LOGICO,TAA CHUBU,KLC,65010,SENBOKU (OSAKA),,12500
LOGICO,TAA CHUBU,KOBE,65010,KOBE,,12500
LOGICO,TAA CHUBU,GLOBAL HAKATA,65010,HAKATA,,37800
STYLISH,TAA CHUBU,GLOBAL NAGOYA,65010,NAGOYA,,6000
STYLISH,TAA CHUBU,KLC,65010,SENBOKU (OSAKA),,13000
STYLISH,TAA CHUBU,KOBE,65010,KOBE,,13000
KLC,TAA CHUBU,KLC,65010,SENBOKU (OSAKA),,11000
KLC,TAA CHUBU,KOBE,65010,KOBE,,11000
KLC,TAA CHUBU,FUJITRANS KINJO,65010,NAGOYA,,6500
KLC,TAA CHUBU,GLOBAL NAGOYA,65010,NAGOYA,,6000
KLC,TAA CHUBU,GLOBAL KAWASAKI,65010,YOKOHAMA,,25000
KLC,TAA CHUBU,AQUA LOGISTICS,65010,YOKOHAMA,,27000
KLC,TAA CHUBU,GLOBAL HAKATA,65010,HAKATA,,32000
LOGICO,TAA CHUBU (HOKURIKU),GLOBAL KAWASAKI,65010,YOKOHAMA,,38400
LOGICO,TAA CHUBU (HOKURIKU),AQUA LOGISTICS,65010,YOKOHAMA,,42200
LOGICO,TAA CHUBU (HOKURIKU),GLOBAL NAGOYA,65010,NAGOYA,,16600
LOGICO,TAA CHUBU (HOKURIKU),KLC,65010,SENBOKU (OSAKA),,24600
LOGICO,TAA CHUBU (HOKURIKU),KOBE,65010,KOBE,,24600
LOGICO,TAA CHUBU (HOKURIKU),GLOBAL HAKATA,65010,HAKATA,,48700
KLC,TAA CHUBU (HOKURIKU),KLC,65010,SENBOKU (OSAKA),,19000
KLC,TAA CHUBU (HOKURIKU),KOBE,65010,KOBE,,19000
KLC,TAA CHUBU (HOKURIKU),FUJITRANS KINJO,65010,NAGOYA,,16000
KLC,TAA CHUBU (HOKURIKU),GLOBAL NAGOYA,65010,NAGOYA,,16000
KLC,TAA CHUBU (HOKURIKU),GLOBAL KAWASAKI,65010,YOKOHAMA,,33000
KLC,TAA CHUBU (HOKURIKU),AQUA LOGISTICS,65010,YOKOHAMA,,36000
KLC,TAA CHUBU (HOKURIKU),GLOBAL HAKATA,65010,HAKATA,,42000
HIDA,TAA CHUBU (HOKURIKU),GLOBAL NAGOYA,65010,NAGOYA,,15000
LOGICO,TAA CHUBU (SHIZUOKA),GLOBAL KAWASAKI,65010,YOKOHAMA,,21800
LOGICO,TAA CHUBU (SHIZUOKA),AQUA LOGISTICS,65010,YOKOHAMA,,31100
LOGICO,TAA CHUBU (SHIZUOKA),GLOBAL NAGOYA,65010,NAGOYA,,15000
LOGICO,TAA CHUBU (SHIZUOKA),KLC,65010,SENBOKU (OSAKA),,26800
LOGICO,TAA CHUBU (SHIZUOKA),KOBE,65010,KOBE,,26800
LOGICO,TAA CHUBU (SHIZUOKA),GLOBAL HAKATA,65010,HAKATA,,45600
STYLISH,TAA CHUBU (SHIZUOKA),GLOBAL NAGOYA,65010,NAGOYA,,15000
KLC,TAA CHUBU (SHIZUOKA),KLC,65010,SENBOKU (OSAKA),,23000
KLC,TAA CHUBU (SHIZUOKA),KOBE,65010,KOBE,,23000
KLC,TAA CHUBU (SHIZUOKA),FUJITRANS KINJO,65010,NAGOYA,,14000
KLC,TAA CHUBU (SHIZUOKA),GLOBAL NAGOYA,65010,NAGOYA,,14000
KLC,TAA CHUBU (SHIZUOKA),GLOBAL KAWASAKI,65010,YOKOHAMA,,24000
KLC,TAA CHUBU (SHIZUOKA),AQUA LOGISTICS,65010,YOKOHAMA,,27000
KLC,TAA CHUBU (SHIZUOKA),GLOBAL HAKATA,65010,HAKATA,,41000
LOGICO,TAA HIROSHIMA,GLOBAL KAWASAKI,65010,YOKOHAMA,,48600
LOGICO,TAA HIROSHIMA,AQUA LOGISTICS,65010,YOKOHAMA,,49600
LOGICO,TAA HIROSHIMA,GLOBAL NAGOYA,65010,NAGOYA,,34800
LOGICO,TAA HIROSHIMA,KLC,65010,SENBOKU (OSAKA),,23000
LOGICO,TAA HIROSHIMA,KOBE,65010,KOBE,,19800
LOGICO,TAA HIROSHIMA,GLOBAL HAKATA,65010,HAKATA,,30600
STYLISH,TAA HIROSHIMA,GLOBAL NAGOYA,65010,NAGOYA,,30000
STYLISH,TAA HIROSHIMA,KLC,65010,SENBOKU (OSAKA),,20000
STYLISH,TAA HIROSHIMA,KOBE,65010,KOBE,,20000
KLC,TAA HIROSHIMA,KLC,65010,SENBOKU (OSAKA),,19000
KLC,TAA HIROSHIMA,KOBE,65010,KOBE,,19000
KLC,TAA HIROSHIMA,FUJITRANS KINJO,65010,NAGOYA,,27500
KLC,TAA HIROSHIMA,GLOBAL NAGOYA,65010,NAGOYA,,27500
KLC,TAA HIROSHIMA,GLOBAL KAWASAKI,65010,YOKOHAMA,,41000
KLC,TAA HIROSHIMA,AQUA LOGISTICS,65010,YOKOHAMA,,42000
KLC,TAA HIROSHIMA,GLOBAL HAKATA,65010,HAKATA,,20000
Y'S,TAA HIROSHIMA,GLOBAL HAKATA,65010,HAKATA,,14300
Y'S,TAA HIROSHIMA (HIGHROOF),GLOBAL HAKATA,65010,HAKATA,,21450
LOGICO,TAA HOKKAIDO,GLOBAL KAWASAKI,65010,YOKOHAMA,,37400
LOGICO,TAA HOKKAIDO,AQUA LOGISTICS,65010,YOKOHAMA,,43000
LOGICO,TAA HOKKAIDO,GLOBAL NAGOYA,65010,NAGOYA,,42600
LOGICO,TAA HOKKAIDO,KLC,65010,SENBOKU (OSAKA),,44500
LOGICO,TAA HOKKAIDO,KOBE,65010,KOBE,,46300
LOGICO,TAA HOKKAIDO,GLOBAL HAKATA,65010,HAKATA,,70800
